,IDN,ISBN,year,author,language,original language,title,uniform title,publisher,country
14779,990006683090603338,3871343188,1998,"Dichter, Wilhelm",ger,pol,<<Das>> Pferd Gottes,Koń Pana Boga,Berlin,XA-DE
14786,990008313610603338,9602831928,2004,"Zweig, Stefan",gre,ger,Phantastikē nychta,"Phantastische Nacht <griech., neugriech.>",Athēna,XA-GR
14791,990015712110603338,9788779732629,2007,"Haslinger, Josef",dan,ger,Phi Phi Island,Phi Phi Island,København,XA-DK
14793,990008519180603338,9602831278,2002,"Zweig, Stefan",gre,ger,Phobos,"Angst <griech., neugriech.>",Athēna,XA-GR
14795,990008631170603338,8806176331,2006,"Jelinek, Elfriede",ita,ger,<<La>> pianista,<<Die>> Klavierspielerin,Torino,XA-IT
14798,990010684810603338,8497938445,2006,"Jelinek, Elfriede",spa,ger,<<La>> pianista,<<Die>> Klavierspielerin,Barcelona,XA-ES
14802,990008478760603338,9055155535,2004,"Jelinek, Elfriede",dut,ger,<<De>> pianiste,<<Die>> Klavierspielerin,Amsterdam,XA-NL
14804,990015511110603338,9994059106,2006,"Jelinek, Elfriede",geo,ger,Pianisti k'ali,<<Die>> Klavierspielerin,T'bilisi,XB-GE
14805,990011511570603338,9994377086,2006,"Jelinek, Elfriede",alb,ger,Pianistja,<<Die>> Klavierspielerin,Tiranë,XA-AL
14810,990009416770603338,4886296351,2004,"Jelinek, Elfriede",jpn,ger,Pianisuto,Die Klavierspielerin,Tōkyō,XB-JP
14814,990010707490603338,9511202766,2005,"Jelinek, Elfriede",fin,ger,Pianonsoittaja,<<Die>> Klavierspielerin,Helsingissä,XA-FI
14818,990006805420603338,8882465489,2003,"Werfel, Franz",ita,ger,Piccoli amori,Kleine Verhältnisse,Parma,XA-IT
14826,990008429460603338,9989103399,2005,"Jelinek, Elfriede",mac,ger,Pijanistka,<<Die>> Klavierspielerin,Skopje,XA-MK
14827,990012030070603338,9955088222,2005,"Kubelka, Susanna",lit,ger,Pilis yra - ieškom princo!,Burg vorhanden - Prinz gesucht,Vilnius,XA-LT
14828,990007588440603338,9639530131,2004,"Greller, Christl",hun,ger,<<A>> pillangólábú,Der Schmetterlingsfüßler,Miskolc,XA-HU
14829,990014631080603338,9789984382852,2007,"Kafka, Franz",lav,ger,Pils,Das Schloss,Rīgā,XA-LV
14830,990014611810603338,9789984379364,2007,"Kubelka, Susanna",lav,ger,Pils iemītniece meklē princi,Burg vorhanden - Prinz gesucht,Riga,XA-LV
14833,990002523360603338,5781514813,1991,"Kafka, Franz",rus,ger,Pis'ma Milene,Briefe an Milena,Minsk [u.a.],XA-SUHH
14836,990008176840603338,9994364707,2004,"Canetti, Elias",alb,ger,Pishtari në veshin tim,Die Fackel im Ohr,Tiranë,XA-AL
14837,990014863450603338,9788678440373,2007,"Kafka, Franz",scc,ger,Pisma Mileni,Briefe an Milena,Beograd,XD-SR
14839,990049040190603338,fail,1969,"Zweig, Stefan",scr,ger,Pismo nepoznate žene,fail,Beograd,XA-SP
14840,990048908310603338,fail,1959,"Zweig, Stefan",scr,ger,Pismo nepoznate žene,Brief einer Unbekannten,Zagreb,XA-YUCS
14841,990009438210603338,8684077091,2006,"Zweig, Stefan",scc,ger,Pismo nepoznate žene,fail,Beograd,XA-SP
14842,990039186210603338,9789536310982,2007,"Zweig, Stefan",hrv,ger,Pismo nepoznate žene,Brief einer Unbekannten,Zagreb,XA-HR
14843,990009437940603338,8673633990,2004,"Kafka, Franz",scc,ger,Pismo ocu,Brief an den Vater,Beograd,XA-SP
14850,990000414140603338,0929497813,1994,"Skwara, Erich Wolfgang",eng,ger,Plague in Siena,Pest in Siena,"Riverside, Calif.",XD-US
14855,990014432590603338,9616085735,2006,"Sacher-Masoch, Leopold <<von>>",slv,ger,Platonova ljubezen,<<Die>> Liebe des Plato,Ljubljana,XA-SI
14857,990005462270603338,0810119331,2003,"Schnitzler, Arthur",eng,ger,Plays,fail,"Evanston, Ill.",XD-US
14860,990037413050603338,9668849310,2008,"Bernhard, Thomas",ukr,ger,Plošča heroïv,Heldenplatz,L'viv,XA-UA
14864,990037447190603338,9788324009107,2008,"Kubin, Alfred",pol,ger,Po tamtej stronie,<<Die>> andere Seite,Kraków,XA-PL
14866,990016460480603338,8080890064,2006,"Brezina, Thomas",slo,ger,"Počuj, tebe preskočilo!",No Jungs! Hexen auf der Schulbank,Bratislava,XA-SK
14869,990008239980603338,839136934X,2002,"Aichinger, Ilse",ger,ger,Podarowana rada,fail,Krakow,XA-PL
14871,990048945160603338,fail,1947,"Baum, Vicki",pol,ger,Podróż,Bubenreise,Warszawa,XA-PL
14872,990012986290603338,8306030273,2006,"Roth, Gerhard",pol,ger,Podróż do wnętrza Wiednia,<<Eine>> Reise in das Innere von Wien,Warszawa,XA-PL
14887,990006842510603338,2714308473,2004,"Celan, Paul",fre,ger,Poèmes,fail,Paris,XA-FR
14891,990012589810603338,fail,2007,"Celan, Paul",ger,eng,Poems of Paul Celan,fail,London,XA-GB
14898,990011135250603338,8882469670,2006,"Bachmann, Ingeborg",ger,ger,Poesie,fail,Parma,XA-IT
14901,990009252770603338,837255417X,1999,"Rilke, Rainer Maria",pol,ger,Poeta,fail,Warszawa,XA-PL
14904,990049757360603338,9788385318590,1999,"Rilke, Rainer Maria",pol,ger,Poezje,fail,Toruń,XA-PL
14910,990007864620603338,3421054584,2001,"Havlíček Borovský, Karel",ger,cze,Polemische Schriften,fail,Stuttgart [u.a.],XA-DE
14915,990017536070603338,fail,1903-1911,"Schnitzler, Arthur",rus,ger,Polnoe sobranie sočinenij,fail,Moskva,XA-RU
14930,990015751360603338,5352011860,2004,"Musil, Robert",rus,ger,Portugalka,fail,Sankt-Peterburg,XA-RU
14932,990014111190603338,807364035X,2006,"Kraus, Karl",cze,ger,Poslední chvíle lidstva,<<Die>> letzten Tage der Menschheit,Brno,XA-CZ
14933,990010490770603338,5352008525,2004,"Kehlmann, Daniel",rus,ger,Poslednij predel,<<Der>> fernste Ort,Sankt-Peterburg,XA-RU
14935,990017574430603338,fail,[1907],"Schnitzler, Arthur",rus,ger,Poslědnjaja volja,<<Das>> Vermächtnis,Moskva,XA-RU
14940,990015772450603338,9781590172629,2008,"Zweig, Stefan",eng,ger,<<The>> post-office girl,Rausch der Verwandlung,"New York, NY",XD-US
14941,990038268480603338,fail,1934,"Neumann, Robert",pol,ger,Potęga,<<Die>> Macht,Warszawa,XA-PL
14944,990001960740603338,5050022495,1988,fail,rus,ger,Povesti avstrijskich pisatelej,fail,Moskva,XA-SUHH
14945,990017536080603338,fail,1910,"Schnitzler, Arthur",rus,ger,Pověsti i dramy,fail,Moskva,XA-RU
14946,990017536120603338,fail,1910,"Schnitzler, Arthur",rus,ger,Pověsti i razskazy,fail,Moskva,XA-RU
14947,990027277480603338,9789735699703,2007,"Rilke, Rainer Maria",rum,ger,Povestiri despre Bunul Dumnezeu,Geschichten vom lieben Gott,Bucureşti,XA-RO
14951,990013149610603338,9788374141833,2007,"Jelinek, Elfriede",pol,ger,Pożądanie,Lust,Warszawa,XA-PL
14966,990017536170603338,fail,1911,"Schnitzler, Arthur",rus,ger,Predskazanija,fail,Moskva,XA-RU
14970,990014864150603338,9788673466088,2007,"Kehlmann, Daniel",scc,ger,Premeravanje sveta,<<Die>> Vermessung der Welt,Beograd,XA-SP
14972,990043284390603338,8637907598,2001,"Kafka, Franz",srp,ger,Preobražaj i druge priče,<<Die>> Verwandlung,Beograd,XA-SP
14975,990010687110603338,8495786869,2005,"Handke, Peter",spa,ger,Preparativos para la inmortalidad,Zurüstungen für die Unsterblichkeit,Hondarribia (Guipúzcoa),XA-ES
14976,990011518770603338,8495786842,2005,"Bernhard, Thomas",spa,ger,<<El>> presidente,<<Der>> Präsident,Hondarribia (Guipúzcoa),XA-ES
14978,990008417040603338,9548806487,2002,"Okopenko, Andreas",bul,ger,Prez otvorena vrata,fail,[Sofija],XA-BG
14981,990016460350603338,9788080891176,2007,"Brezina, Thomas",slo,ger,Prievan v dome,No Jungs! Die Austauschhexe,Bratislava,XA-SK
14982,990017610970603338,9785911813161,2007,"Kafka, Franz",rus,ger,Prigovor,<<Das>> Urteil,Sankt-Peterburg,XA-RU
14983,990049154000603338,fail,2002,"Hašek, Jaroslav",bul,cze,Priključenijata na dobrija vojnik Švejk prez Svetovnata vojna,Osudy dobrého vojáka Švejka za světové valky,Sofija,XA-BG
14986,990010684580603338,8496601048,2006,"Rilke, Rainer Maria",spa,ger,Primavera sagrada y ortros cuentos de Bohemia,fail,Madrid,XA-ES
14988,990017264630603338,8845916219,2001,"Keyserling, Eduard <<von>>",ita,ger,Principesse,Fürstinnen,Milano,XA-IT
14992,990009628410603338,fail,1991,"Wiplinger, Peter Paul",bul,ger,Priznak na život,fail,Sofija,XA-BG
14994,990016600280603338,9788324711260,2008,"Kafka, Franz",pol,ger,Proces,<<Der>> Prozeß,Warszawa,XA-PL
14995,990010512580603338,8676093407,2006,"Kafka, Franz",srp,ger,Proces,<<Der>> Prozess,Zemun,XA-SP
14996,990008265880603338,8676740119,2003,"Kafka, Franz",srp,ger,Proces,<<Der>> Prozess,Beograd,XA-SP
14997,990012018320603338,8086938093,2005,"Kafka, Franz",cze,ger,Proces,<<Der>> Prozess,Praha,XA-CZ
14999,990016026740603338,9788020015976,2008,"Kafka, Franz",cze,ger,Proces,<<Der>> Prozeß,Praha,XA-CZ
15003,990005673270603338,848256790X,1999,"Kafka, Franz",cat,ger,<<El>> procés,Der Prozess,Barcelona,XA-ES
15008,990037427060603338,9789660344402,2008,"Kafka, Franz",ukr,ger,Proces,<<Der>> Prozess,Charkiv,XA-UA
15010,990014428250603338,9955584629,2004,"Kafka, Franz",lit,ger,Procesas,<<Der>> Prozess,Vilnius,XA-LT
15013,990007909000603338,8497592816,2003,"Kafka, Franz",spa,ger,<<El>> proceso,<<Der>> Prozeß,Barcelona,XA-ES
15015,990038883100603338,9788493621360,2008,"Kafka, Franz",spa,ger,<<El>> proceso,<<Der>> Prozeß,Madrid,XA-ES
15017,990037061910603338,8446024063,2007,"Kafka, Franz",spa,ger,<<El>> proceso,<<Der>> Prozess,Madrid,XA-ES
15018,990012964330603338,9530601298,2003,"Kafka, Franz",scr,ger,Proces,<<Der>> Prozess,Zagreb,XA-HR
15019,990014635760603338,9984741869,2006,"Kafka, Franz",lav,ger,Process,<<Der>> Prozess,Rīgā,XA-LV
15023,990013389480603338,9785352021606,2007,"Kafka, Franz",rus,ger,Process,<<Der>> Prozess,Sankt-Peterburg,XA-RU
15026,990007651620603338,9146183159,2002,"Kafka, Franz",swe,ger,Processen,<<Der>> Prozess,[Stockholm],XA-SE
15028,990008257430603338,8702012707,2005,"Kafka, Franz",dan,ger,Processen,<<Der>> Prozess,[København],XA-DK
15030,990043250690603338,5699153403,2007,"Kafka, Franz",rus,ger,Process,<<Der>> Prozess,Moskva,XA-RU
15032,990008073390603338,9549402053,2005,"Bernhard, Thomas",bul,ger,Pročutite,<<Die>> Berühmten,Plovdiv,XA-BG
15040,990012031200603338,8086096742,2004,"Kafka, Franz",cze,ger,Proměna,<<Die>> Verwandlung,Praha,XA-CZ
15042,990009669920603338,8071067679,2005,"Pluhar, Erika",cze,ger,"Promiňte, je tohle už konečná?","Verzeihen Sie, ist das hier schon die Endstation?",Praha,XA-CZ
15049,990005511810603338,8883060377,2001,"Aigner, Christoph Wilhelm",mul,ger,Prova di stelle,fail,Milano,XA-IT
15063,990017547510603338,9788361299233,2008,"Haas, Wolf",pol,ger,"Przyjdź, słodka śmierci","Komm, süßer Tod",Warszawa,XA-PL
15070,990008266270603338,8508089562,2003,"Brezina, Thomas",por,ger,Psssiu ... é segredo!,Brav sein? Nein danke!,São Paulo,XD-BR
15071,990008266280603338,8508087047,2005,"Brezina, Thomas",por,ger,Psssiu ... é segredo!,Immer diese Eltern!,São Paulo,XD-BR
15072,990012965640603338,8508101198,2006,"Brezina, Thomas",por,ger,Psssiu ... é segredo!,fail,São Paulo,XD-BR
15110,990003071840603338,9667109100,1998,"Lubomirski, Karl",ukr,ger,Ptach nad palajučym lisom,fail,Černivci,XA-UA
15122,990012292300603338,9519729453,2005,"Roth, Joseph",fin,ger,Pyhän juomarin legenda,<<Die>> Legende vom heiligen Trinker,Helsinki,XA-FI
15123,990047062490603338,8906046669,2001,fail,kor,ger,Pyŏngwŏn-e-kassŏyo,fail,Sŏul,XB-KR
15125,990042307160603338,9603350230,2005,"Kafka, Franz",gre,ger,<<Ho>> pyrgos,"<<Das>> Schloss <griech., neugriech.>",Athēna,XA-GR
15126,990007892960603338,9600338329,2004,"Canetti, Elias",gre,ger,<<Ho>> pyrsos sto auti,"<<Die>> Fackel im Ohr <griech., neugriech.>",Athēna,XA-GR
15128,990009427180603338,8811360870,2005,"Rilke, Rainer Maria",ita,ger,<<I>> quaderni di Malte Laurids Brigge,<<Die>> Aufzeichnungen des Malte Laurids Brigge,Milano,XA-IT
15136,990006791540603338,2747011364,2004,"Brezina, Thomas",fre,ger,Qui veut la peau de Bello Bond?,Wer macht Jagd auf Null-Null Wuff?,Paris,XA-FR
15137,990014075490603338,9782743616793,2007,"Haas, Wolf",fre,ger,Quitter Zell,Auferstehung der Toten,Paris,XA-FR
15143,990037087470603338,9788374143530,2007,"Kehlmann, Daniel",pol,ger,Rachuba świata,<<Die>> Vermessung der Welt,Warszawa,XA-PL
15144,990005371620603338,1862075131,2002,"Roth, Joseph",eng,ger,<<The>> Radetzky march,Radetzkymarsch,London,XA-GB
15145,990008176620603338,0141185279,2000,"Roth, Joseph",eng,ger,<<The>> Radetzky march,Radetzkymarsch,London,XA-GB
15152,990008387650603338,9668849124,2005,"Bachmann, Ingeborg",ukr,ger,Radiopʹjesy,fail,Lʹviv,XA-UA
15154,990011135260603338,9750809696,2005,"Bachmann, Ingeborg",tur,ger,Radyo oyunları,Hörspiele,İstanbul,XB-TR
15155,990008377570603338,9516274846,2004,"Janisch, Heinz",fin,ger,Räks pum!,Zack bumm!,Helsinki,XA-FI
15168,990017644040603338,9785699233496,2007,"Kafka, Franz",rus,ger,Rassejanno gljadja v okno,fail,Moskva,XA-RU
15169,990015662200603338,5170273827,2005,"Kafka, Franz",rus,ger,Rasskazy 1917 - 1924,fail,Moskva,XA-RU
15179,990015515660603338,9788496834309,2008,"Roth, Joseph",spa,ger,<<La>> rebelión,<<Die>> Rebellion,Barcelona,XA-ES
15180,990015064440603338,9789045004976,2006,"Roth, Joseph",dut,ger,Rebellie,<<Die>> Rebellion,Amsterdam [u.a.],XA-NL
15199,990000414400603338,1572410124,1995,"Gstrein, Norbert",eng,ger,<<The>> register,Das Register,"Riverside, Calif.",XD-US
15217,990012286950603338,8086818292,2006,"Mayröcker, Friederike",cze,ger,Rekviem za Ernsta Jandla,Requiem für Ernst Jandl,Červený Kostelec,XA-CZ
15220,990038162180603338,9788496834811,2008,"Schnitzler, Arthur",spa,ger,Relato soñado,Traumnovelle,Barcelona,XA-ES
15224,990005783600603338,2020567245,2003,"Celan, Paul",mul,ger,Renverse du souffle,Atemwende,[Paris],XA-FR
15227,990038945610603338,9788475179209,2008,"Rilke, Rainer Maria",spa,ger,Réquiem,Requiem für eine Freundin,Madrid,XA-ES
15232,990007964140603338,9654074079,2002,"Rilke, Rainer Maria",heb,ger,Rešîmôtâw šel Malṭe Laurids Brîgge,"<<Die>> Aufzeichnungen des Malte Laurids Brigge <hebr., Iwrith>",Yerûšālayim,XB-IL
15234,990015508500603338,9784846006143,2007,"Jelinek, Elfriede",jpn,ger,"Resutohausu, aruiwa-onna-wa-minna-kō-shita-mono",Raststätte,Tōkyō,XB-JP
15239,990010711370603338,8495587262,2005,"Werfel, Franz",spa,ger,Reunión de bachilleres,<<Der>> Abituriententag,Barcelona,XA-ES
15249,990007767530603338,9519834656,2003,"Handke, Peter",fin,ger,Riisuttu epäonni,Wunschloses Unglück,Salo,XA-FI
15254,990015665820603338,9784102175026,[2005],"Rilke, Rainer Maria",jpn,ger,Riruke-shishū,Gedichte,Tōkyō,XB-JP
15267,990015710730603338,159017285X,2008,"Stifter, Adalbert",eng,ger,Rock crystal,Bergkristall,"New York, NY",XD-US
15269,990009250040603338,8389129841,2006,"Schindel, Robert",pol,ger,Rodowody,Gebürtig,Kraków,XA-PL
15274,990012970730603338,9788024908885,2007,"Besson, André",cze,fre,Román o Sisi,<<Le>> roman de Sissi,Praha,XA-CZ
15281,990005455300603338,9985305736,2002,"Perutz, Leo",est,ger,Rootsi ratsanik,Der schwedische Reiter,[Tallinn],XA-EE
15284,990016359820603338,838924781X,2004,"Peschina, Helmut",pol,ger,Rosa i Resi,Rosa und Resi,Wroclaw,XA-PL
15287,990006072760603338,2714307981,2002,"Celan, Paul",ger,ger,<<La>> rose de personne,<<Die>> Niemandsrose,Paris,XA-FR
15295,990015518000603338,9783939980056,2008,"Rilke, Rainer Maria",fre,fre,<<Les>> Roses,fail,Bünde,XA-DE
15302,990008279220603338,fail,1969,"Krúdy, Gyula",ger,hun,<<Die>> rote Postkutsche,<<A>> vörös postakocsi,Reinbek bei Hamburg,XA-DE
15306,990002627510603338,fail,1995,"Raimund, Hans",alb,ger,Roza,Trugschlüsse,Tiranë,XA-AL
15308,990012286340603338,9788025303825,2007,"Brezina, Thomas",cze,ger,Rozhodující bitva,<<Das>> Turnier des schwarzen Ritters,Havlíčkův Brod,XA-CZ
15309,990038369930603338,9789955162056,2007,"Becker, Zdenka",lit,ger,Rozos Bukovskos dukterys,<<Die>> Töchter der Róza Bukovská,Vilnius,XA-LT
15322,990049197530603338,fail,1922.,"Ompteda, Georg",scr,ger,S visokih gora,Aus großen Höhen,Zagreb,XA-YUCS
15323,990012616330603338,9753881541,2006,"Canetti, Elias",tur,ger,Saatin gizli yüreği,<<Das>> Geheimherz der Uhr,İstanbul,XB-TR
15325,990015656870603338,5963700299,2005,"Sacher-Masoch, Leopold <<von>>",rus,ger,Šachinja,<<Ein>> weiblicher Sultan,Sankt-Peterburg,XA-RU
15326,990016112780603338,fail,1973,"Zweig, Stefan",bul,ger,Šachmatna novela,Schachnovelle,Sofija,XA-BG
15327,990042750440603338,9788024218076,2007,"Löhr, Robert",cze,ger,Šachový turek,<<Der>> Schachautomat,Praha,XA-CZ
15330,990036759900603338,9789537289133,2007,"Ferk, Janko",scr,slv,Sadržaj pješčanih satova,Vsebina peščenih ur,Zagreb,XA-HR
15364,990008366120603338,881167719X,2004,"Handke, Peter",ita,ger,Saggio sul juke-box,Versuch über die Jukebox,Milano,XA-IT
15366,990006969750603338,9958780062,2004,"Zweig, Stefan",scr,ger,Šahovska novela,Schachnovelle,Split; Široki Brijeg,XA-HR
15372,990012268080603338,2752901968,2006,"Steinfest, Heinrich",fre,ger,Sale cabot,<<Ein>> sturer Hund,Paris,XA-FR
15381,990009676490603338,9994016717,2004,"Musil, Robert",geo,ger,Sami k'ali,Drei Frauen,T'bilisi,XB-GE
15382,990006247410603338,3821846372,2004,"Blom, Philipp",ger,eng,"Sammelwunder, Sammelwahn",To have and to hold,Frankfurt am Main,XA-DE
15384,990046346530603338,9785902326526,2008,"Nöstlinger, Christine",rus,ger,Samo soboj i voobšče,Sowieso und überhaupt,Moskva,XA-RU
15385,990012215520603338,9548336944,2004,"Schnitzler, Arthur",bul,ger,Samotnijat păt,fail,Plovdiv,XA-BG
15393,990043319430603338,9100408816,1976,"Handke, Peter",swe,ger,<<Den>> sanna känslans ögonblick,<<Die>> Stunde der wahren Empfindung,Stockholm,XA-SE
15394,990014125760603338,9984768147,2004,"Schnitzler, Arthur",lav,ger,Sapņa novele,Traumnovelle,[Rīga],XA-LV
15395,990011879800603338,9789984382364,2007,"Simmel, Johannes Mario",lav,ger,Sapņo nereālo sapni,Träum den unmöglichen Traum,Rīgā,XA-LV
15401,990014852570603338,9789984403892,2008,"Glattauer, Daniel",lav,ger,Sargies ziemeļvēja,Gut gegen Nordwind,Rīgā,XA-LV
15407,990014054200603338,fail,1968,"Zweig, Stefan",geo,ger,Saxli zlvas piras,<<Das>> Haus am Meer,T'bilisi,XB-GE
15408,990016591640603338,9788090384262,2008,"Jelinek, Elfriede",cze,ger,Sbohem,<<Das>> Lebewohl,Praha,XA-CZ
15410,990010482890603338,5850508236,2004,"Kubelka, Susanna",rus,ger,Sbrošennyj korset,<<Das>> gesprengte Mieder,Moskva,XA-RU
15427,990016188580603338,9783932170843,2007,"Padilla, Ignacio",ger,spa,Schatten ohne Namen,Amphitryon,Berlin,XA-DE
15439,990004065830603338,3458170081,2000,"Rambaud, Patrick",ger,fre,<<Die>> Schlacht,<<La>> bataille,Frankfurt am Main [u.a.],XA-DE
15458,990048858680603338,9788496489707,2006,"Glauser, Friedrich",spa,ger,"Schlumpf, Erwin: homicidio",Schlumpf Erwin Mord,Barcelona,XA-ES
15502,990017550860603338,9789616141697,2008,"Crüwell, G. A.",slv,ger,Schönwiesen,Schönwiesen,Črnomelj,XA-SI
15519,990011716380603338,9783828024076,2006,"Stuparich, Giani",ger,ita,<<Ein>> Schuljahr in Triest,<<Un>> anno di scuola e Ricordi istriani,Berlin,XA-DE
15552,990046108550603338,9989902690,2005,"Bachmann, Ingeborg",mac,ger,Sè,Erzählungen,Skopje,XA-MK
15555,990042903260603338,9789737024619,2007,"Trakl, Georg",ger,ger,Sebastian im Traum,fail,Iaşi,XA-RO
15568,990011736650603338,0670916358,2007,"Löhr, Robert",eng,ger,<<The>> secrets of the chess machine,<<Der>> Schachautomat,London,XA-GB
15569,990008493910603338,3546003675,2005,"Monaldi, Rita",ger,ita,Secretum,Secretum,Berlin,XA-DE
15570,990006066160603338,0889821747,1998,"Streeruwitz, Marlene",eng,ger,Seductions,Verführungen,"Lantzville, CA [u.a.]",XD-CA
15578,990017538660603338,9788025304945,2007,"Brezina, Thomas",cze,ger,"Ségra, co šílíš!",fail,Praha,XA-CZ
15579,990011896170603338,8025301737,2006,"Brezina, Thomas",cze,ger,"Ségra, tobě přeskočilo!",Hexen auf der Schulbank,Havlíčkův Brod,XA-CZ
15580,990016043910603338,9788025305713,2008,"Brezina, Thomas",cze,ger,Ségry a čáry na rodiče,fail,Praha,XA-CZ
15581,990011896030603338,8025302644,2006,"Brezina, Thomas",cze,ger,Ségry na mizině,"He Paps, Ich brauch mehr Taschengeld",Havlíčkův Brod,XA-CZ
15582,990016190860603338,9788072008865,2007,"Brezina, Thomas",cze,ger,Ségry na zabití,Zwei allerbeste Feindinnen,Praha,XA-CZ
15583,990011896280603338,8025300749,2006,"Brezina, Thomas",cze,ger,Ségry v akci,Jetzt gibt's Saures,Havlíčkův Brod,XA-CZ
15584,990011896080603338,8025302962,2006,"Brezina, Thomas",cze,ger,Ségry v průšvihu,<<Die>> Austauschhexe,Havlíčkův Brod,XA-CZ
15586,990002390600603338,3787695311,1998,"Lionni, Leo",ger,eng,Seine eigene Farbe,<<A>> color of his own,Köln,XA-DE
15589,990012813960603338,9513220788,2006,"Brezina, Thomas",fin,ger,Seitsemän tassua ja Penny,Gorilla mit Geheimnis,Helsinki,XA-FI
15590,990011697520603338,9513218821,2005,"Brezina, Thomas",fin,ger,Seitsemän tassua ja Penny,<<Das>> verschwundene Tagebuch,Helsinki,XA-FI
15591,990012813990603338,9513219984,2005,"Brezina, Thomas",fin,ger,Seitsemän tassua ja Penny,<<Eine>> coole Kuh,Helsinki,XA-FI
15592,990049799440603338,9784384041071,2008,"Kehlmann, Daniel",jpn,ger,Sekai-no-sokuryō,<<Die>> Vermessung der Welt,Tōkyō,XB-JP
15595,990012204080603338,9783518418826,2007,"Kohan, Martín",ger,spa,Sekundenlang,Segundos afuera,Frankfurt am Main,XA-DE
15602,990008279030603338,0520229258,[2001],"Rilke, Rainer Maria",ger,ger,Selected poems,fail,"Berkeley, Calif. [u.a.]",XD-US
15603,990008638490603338,0946162743,2006,"Hofmannsthal, Hugo <<von>>",eng,ger,Selected tales,fail,London,XA-GB
15610,990005467180603338,3717520024,2002,"Svevo, Italo",ger,ita,Senilità,Senilità,Zürich,XA-CH
15613,990016190920603338,9788025304570,2007,"Brezina, Thomas",cze,ger,Senza super párty,No Jungs! Die Wilde-Weiber-Wahnsinns-Party,Praha,XA-CZ
15615,990012956270603338,1572411368,2006,"Truschner, Peter",eng,ger,Serpent's child,Schlangenkind,"Riverside, Calif.",XD-US
15617,990012044870603338,9788478449583,2006,"Rilke, Rainer Maria",spa,ger,Serpientes de plata y otros cuentos,Silberne Schlangen,Madrid,XA-ES
15620,990016460460603338,9788089210343,2005,"Brezina, Thomas",slo,ger,Sestra je doňho,No Jungs! Zutritt nur für Hexen : der verflixte Liebeszauber,Bratislava,XA-SK
15621,990016460580603338,9788080891183,2007,"Brezina, Thomas",slo,ger,Sestre už fakt šibe!,No Jungs! Ein Hund muss her!,Bratislava,XA-SK
15625,990046164580603338,8887433593,2005,"Mall, Sepp",ita,ger,<<La>> sfida del vuoto,fail,Ravenna,XA-IT
15630,990007860020603338,4886297986,2004,"Jelinek, Elfriede",jpn,ger,Shitai kibun,Lust,Suwa,XB-JP
15632,990009436480603338,4622048701,2004,"Bernhard, Thomas",jpn,ger,Shōkyo,fail,Tōkyō,XB-JP
15633,990009416790603338,4622048698,2004,"Bernhard, Thomas",jpn,ger,Shōkyo,fail,Tōkyō,XB-JP
15634,990038153170603338,fail,1954,"Neumann, Robert",eng,ger,Shooting star,fail,London,XA-GB
15635,990008988080603338,9867691997,2003,"Handke, Peter",chi,ger,Shoumenyuan-di-jiaolü,Die Angst des Tormanns beim Elfmeter,Taibei,XB-TW
15636,990016460500603338,9788080890506,2007,"Brezina, Thomas",slo,ger,Šialene šialene prázdniny,No Jungs! Verhexte Ferien,Bratislava,XA-SK
15643,9958808375503338,349914901X,1982,"Vaszary, Gábor <<von>>",ger,hun,Sie,Ö,Reinbek bei Hamburg,XA-DE
15663,990008181010603338,9510293989,2004,"Trakl, Georg",ger,ger,Sielun öinen siivenisku,fail,Helsinki,XA-FI
15664,990012605440603338,9986163714,2004,"Haushofer, Marlen",lit,ger,Siena,<<Die>> Wand,Vilnius,XA-LT
15671,990038264660603338,9788461237968,2008,fail,spa,ger,<<El>> silencio de las sirenas,fail,[Madrid],XA-ES
15675,990006953070603338,2743612460,2004,"Haas, Wolf",fre,ger,Silentium!,Silentium!,Paris,XA-FR
15684,990038763280603338,9785415020423,2008,"Zweig, Stefan",lit,ger,Širdies nerimas,Ungeduld des Herzens,Vilnius,XA-LT
15687,990042321420603338,9635491794,2005,"Laube, Sigrid",hun,ger,"Sisi, titkos szerelme","Sisi, das Kind der Sonne",Budapest,XA-HU
15707,990013646410603338,1900565412,2008,"Bayer, Konrad",eng,ger,<<The>> sixth sense,<<Der>> sechste Sinn,London,XA-GB
15708,990008030350603338,8684971027,2004,"Musil, Robert",scc,ger,Sjedinjavanja,Vereinigungen,Beograd,XA-SP
15709,990008067270603338,fail,1999,"Turrini, Peter",bul,ger,Skăpi ubijci!,Liebe Mörder!,S. l.,XA-BG
15710,990017574330603338,fail,[1907],"Schnitzler, Arthur",rus,ger,Skazka,<<Das>> Märchen,Moskva,XA-RU
15713,990017212330603338,9788025303788,2008,"Brezina, Thomas",cze,ger,Škola hrůzy,Tief unter der Schule,Praha,XA-CZ
15717,990005443050603338,fail,2002,"Brem, Ilse",rus,ger,Sledy tišiny,Spuren der Stille,Nižnij Novgorod,XA-RU
15721,990008257440603338,8702021161,2003,"Kafka, Franz",dan,ger,Slottet,<<Das>> Schloss,[København],XA-DK
15722,990002203170603338,0374266352,1985,"Handke, Peter",eng,ger,Slow homecoming,Langsame Heimkehr,"New York, NY",XD-US
15725,990008451080603338,fail,1966,"Werfel, Franz",pol,ger,Śmierć drobnomieszczanina,<<Der>> Tod des Kleinbürgers,Warszawa,XA-PL
